id,state,place,name,abbr
,17,72234,Standard City village,IL
,17,72260,Stanford village,IL
,17,72403,Staunton city,IL
,17,72468,Steeleville village,IL
,17,72520,Steger village,IL
,17,72546,Sterling city,IL
,17,72624,Steward village,IL
,17,72650,Stewardson village,IL
,17,72676,Stickney village,IL
,17,72702,Stillman Valley village,IL
,17,72780,Stockton village,IL
,17,72884,Stonefort village,IL
,17,72923,Stone Park village,IL
,17,72949,Stonington village,IL
,17,73027,Stoy village,IL
,17,73040,Strasburg village,IL
,17,73131,Strawn village,IL
,17,73157,Streamwood village,IL
,17,73170,Streator city,IL
,17,73261,Stronghurst village,IL
,17,73287,Sublette village,IL
,17,73391,Sugar Grove village,IL
,17,73495,Sullivan city,IL
,17,73547,Summerfield village,IL
,17,73638,Summit village,IL
,17,73703,Sumner city,IL
,17,73943,Sun River Terrace village,IL
,17,74119,Swansea village,IL
,17,74223,Sycamore city,IL
,17,74275,Symerton village,IL
,17,74301,Table Grove village,IL
,17,74379,Tallula village,IL
,17,74444,Tamaroa village,IL
,17,74457,Tamms village,IL
,17,74470,Tampico village,IL
,17,74561,Taylor Springs village,IL
,17,74574,Taylorville city,IL
,17,74665,Tennessee village,IL
,17,74743,Teutopolis village,IL
,17,74847,Thawville village,IL
,17,74860,Thayer village,IL
,17,74873,Thebes village,IL
,17,75081,Third Lake village,IL
,17,75107,Thomasboro village,IL
,17,75159,Thompsonville village,IL
,17,75172,Thomson village,IL
,17,75185,Thornton village,IL
,17,75263,Tilden village,IL
,17,75276,Tilton village,IL
,17,75360,Timberlane village,IL
,17,75419,Time village,IL
,17,75484,Tinley Park village,IL
,17,75549,Tiskilwa village,IL
,17,75601,Toledo village,IL
,17,75614,Tolono village,IL
,17,75653,Toluca city,IL
,17,75718,Tonica village,IL
,17,75757,Topeka village,IL
,17,75783,Toulon city,IL
,17,75809,Tovey village,IL
,17,75822,Towanda village,IL
,17,75848,Tower Hill village,IL
,17,75874,Tower Lakes village,IL
,17,75965,Tremont village,IL
,17,75991,Trenton city,IL
,17,76160,Trout Valley village,IL
,17,76199,Troy city,IL
,17,76225,Troy Grove village,IL
,17,76407,Tuscola city,IL
,17,76615,Ullin village,IL
,17,76706,Union village,IL
,17,76771,Union Hill village,IL
,17,76935,University Park village,IL
,17,77005,Urbana city,IL
,17,77044,Ursa village,IL
,17,77148,Valier village,IL
,17,77187,Valley City village,IL
,17,77265,Valmeyer village,IL
,17,77317,Vandalia city,IL
,17,77395,Varna village,IL
,17,77408,Venedy village,IL
,17,77473,Venice city,IL
,17,77525,Vergennes village,IL
,17,77551,Vermilion village,IL
,17,77642,Vermont village,IL
,17,77681,Vernon village,IL
,17,77694,Vernon Hills village,IL
,17,77707,Verona village,IL
,17,77720,Versailles village,IL
,17,77811,Victoria village,IL
,17,77863,Vienna city,IL
,17,77941,Villa Grove city,IL
,17,77993,Villa Park village,IL
,17,78123,Viola village,IL
,17,78149,Virden city,IL
,17,78175,Virgil village,IL
,17,78201,Virginia city,IL
,17,78227,Volo village,IL
,17,78370,Wadsworth village,IL
,17,78383,Waggoner village,IL
,17,78526,Walnut village,IL
,17,78604,Walnut Hill village,IL
,17,78656,Walshville village,IL
,17,78708,Waltonville village,IL
,17,78721,Wamac city,IL
,17,78773,Wapella village,IL
,17,78851,Warren village,IL
,17,78916,Warrensburg village,IL
,17,78929,Warrenville city,IL
,17,78942,Warsaw city,IL
,17,79007,Washburn village,IL
,17,79033,Washington city,IL
,17,79085,Washington Park village,IL
,17,79124,Wataga village,IL
,17,79150,Waterloo city,IL
,17,79163,Waterman village,IL
,17,79228,Watseka city,IL
,17,79241,Watson village,IL
,17,79267,Wauconda village,IL
,17,79293,Waukegan city,IL
,17,79358,Waverly city,IL
,17,79397,Wayne village,IL
,17,79436,Wayne City village,IL
,17,79449,Waynesville village,IL
,17,79683,Weldon village,IL
,17,79735,Wellington village,IL
,17,79813,Wenona city,IL
,17,79826,Wenonah village,IL
,17,80008,West Brooklyn village,IL
,17,80047,Westchester village,IL
,17,80060,West Chicago city,IL
,17,80073,West City village,IL
,17,80125,West Dundee village,IL
,17,80242,Western Springs village,IL
,17,80281,Westfield village,IL
,17,80333,West Frankfort city,IL
,17,80645,Westmont village,IL
,17,80736,West Peoria city,IL
,17,80762,West Point village,IL
,17,80853,West Salem village,IL
,17,80931,Westville village,IL
,17,81048,Wheaton city,IL
,17,81074,Wheeler village,IL
,17,81087,Wheeling village,IL
,17,81191,White City village,IL
,17,81256,White Hall city,IL
,17,81802,Williamsfield village,IL
,17,81815,Williamson village,IL
,17,81854,Williamsville village,IL
,17,81867,Willisville village,IL
,17,81919,Willowbrook village,IL
,17,82010,Willow Hill village,IL
,17,82049,Willow Springs village,IL
,17,82075,Wilmette village,IL
,17,82088,Wilmington village,IL
,17,82101,Wilmington city,IL
,17,82218,Wilsonville village,IL
,17,82270,Winchester city,IL
,17,82309,Windsor village,IL
,17,82322,Windsor city,IL
,17,82400,Winfield village,IL
,17,82491,Winnebago village,IL
,17,82530,Winnetka village,IL
,17,82543,Winslow village,IL
,17,82686,Winthrop Harbor village,IL
,17,82725,Witt city,IL
,17,82855,Wonder Lake village,IL
,17,82985,Wood Dale city,IL
,17,83063,Woodhull village,IL
,17,83102,Woodland village,IL
,17,83206,Woodlawn village,IL
,17,83245,Woodridge village,IL
,17,83271,Wood River city,IL
,17,83336,Woodson village,IL
,17,83349,Woodstock city,IL
,17,83505,Worden village,IL
,17,83518,Worth village,IL
,17,83622,Wyanet village,IL
,17,83687,Wyoming city,IL
,17,83739,Xenia village,IL
,17,83765,Yale village,IL
,17,83817,Yates City village,IL
,17,84038,Yorkville city,IL
,17,84155,Zeigler city,IL
,17,84220,Zion city,IL
,18,00640,Advance town,IN
,18,00748,Akron town,IN
,18,00784,Alamo town,IN
,18,00802,Albany town,IN
,18,00820,Albion town,IN
,18,00910,Alexandria city,IN
,18,00964,Alfordsville town,IN
,18,01270,Alton town,IN
,18,01288,Altona town,IN
,18,01342,Ambia town,IN
,18,01360,Amboy town,IN
,18,01450,Amo town,IN
,18,01468,Anderson city,IN
,18,01612,Andrews town,IN
,18,01666,Angola city,IN
,18,01954,Arcadia town,IN
,18,02044,Argos town,IN
,18,02458,Ashley town,IN
,18,02602,Atlanta town,IN
,18,02620,Attica city,IN
,18,02674,Auburn city,IN
,18,02782,Aurora city,IN
,18,02800,Austin city,IN
,18,02872,Avilla town,IN
,18,02908,Avon town,IN
,18,03142,Bainbridge town,IN
,18,03394,Bargersville town,IN
,18,03664,Batesville city,IN
,18,03718,Battle Ground town,IN
,18,04114,Bedford city,IN
,18,04204,Beech Grove city,IN
,18,04888,Berne city,IN
,18,04978,Bethany town,IN
,18,05158,Beverly Shores town,IN
,18,05176,Bicknell city,IN
,18,05374,Birdseye town,IN
,18,05716,Bloomfield town,IN
,18,05788,Bloomingdale town,IN
,18,05860,Bloomington city,IN
,18,05896,Blountsville town,IN
,18,06220,Bluffton city,IN
,18,06616,Boonville city,IN
,18,06634,Borden town,IN
,18,06652,Boston town,IN
,18,06706,Boswell town,IN
,18,06760,Bourbon town,IN
,18,07174,Brazil city,IN
,18,07318,Bremen town,IN
,18,07750,Bristol town,IN
,18,07966,Brook town,IN
,18,08038,Brooklyn town,IN
,18,08092,Brooksburg town,IN
,18,08146,Brookston town,IN
,18,08182,Brookville town,IN
,18,08416,Brownsburg town,IN
,18,08470,Brownstown town,IN
,18,08578,Bruceville town,IN
,18,08704,Bryant town,IN
,18,09136,Bunker Hill town,IN
,18,09226,Burket town,IN
,18,09244,Burlington town,IN
,18,09316,Burnettsville town,IN
,18,09370,Burns Harbor town,IN
,18,09532,Butler city,IN
,18,09712,Cadiz town,IN
,18,09874,Cambridge City town,IN
,18,09910,Camden town,IN
,18,10000,Campbellsburg town,IN
,18,10090,Cannelburg town,IN
,18,10108,Cannelton city,IN
,18,10198,Carbon town,IN
,18,10270,Carlisle town,IN
,18,10342,Carmel city,IN
,18,10612,Carthage town,IN
,18,10954,Cayuga town,IN
,18,11044,Cedar Grove town,IN
,18,11062,Cedar Lake town,IN
,18,11746,Center Point town,IN
,18,11836,Centerville town,IN
,18,11944,Chalmers town,IN
,18,12034,Chandler town,IN
,18,12124,Charlestown city,IN
,18,12376,Chesterfield town,IN
,18,12412,Chesterton town,IN
,18,12574,Chrisney town,IN
,18,12610,Churubusco town,IN
,18,12628,Cicero town,IN
,18,12898,Clarks Hill town,IN
,18,12934,Clarksville town,IN
,18,13276,Clay City town,IN
,18,13312,Claypool town,IN
,18,13366,Clayton town,IN
,18,13438,Clear Lake town,IN
,18,13492,Clermont town,IN
,18,13582,Clifford town,IN
,18,13780,Clinton city,IN
,18,13852,Cloverdale town,IN
,18,14050,Coatesville town,IN
,18,14284,Colfax town,IN
,18,14716,Columbia City city,IN
,18,14734,Columbus city,IN
,18,14932,Connersville city,IN
,18,14986,Converse town,IN
,18,15220,Corunna town,IN
,18,15256,Corydon town,IN
,18,15364,Country Club Heights town,IN
,18,15490,Covington city,IN
,18,15634,Crandall town,IN
,18,15652,Crane town,IN
,18,15742,Crawfordsville city,IN
,18,15994,Cromwell town,IN
,18,16084,Crothersville town,IN
,18,16138,Crown Point city,IN
,18,16156,Crows Nest town,IN
,18,16300,Culver town,IN
,18,16336,Cumberland town,IN
,18,16534,Cynthiana town,IN
,18,16624,Dale town,IN
,18,16642,Daleville town,IN
,18,16732,Dana town,IN
,18,16804,Danville town,IN
,18,16840,Darlington town,IN
,18,16858,Darmstadt town,IN
,18,17002,Dayton town,IN
,18,17074,Decatur city,IN
,18,17110,Decker town,IN
,18,17614,Delphi city,IN
,18,17722,De Motte town,IN
,18,17776,Denver town,IN
,18,18190,Dillsboro town,IN
,18,18766,Dublin town,IN
,18,18892,Dugger town,IN
,18,18982,Dune Acres town,IN
,18,19054,Dunkirk city,IN
,18,19162,Dunreith town,IN
,18,19180,Dupont town,IN
,18,19270,Dyer town,IN
,18,19450,Earl Park town,IN
,18,19486,East Chicago city,IN
,18,19756,East Germantown town,IN
,18,20080,Eaton town,IN
,18,20152,Economy town,IN
,18,20332,Edgewood town,IN
,18,20404,Edinburgh town,IN
,18,20458,Edwardsport town,IN
,18,20638,Elberfeld town,IN
,18,20674,Elizabeth town,IN
,18,20692,Elizabethtown town,IN
,18,20728,Elkhart city,IN
,18,20800,Ellettsville town,IN
,18,20998,Elnora town,IN
,18,21070,Elwood city,IN
,18,21214,English town,IN
,18,21502,Etna Green town,IN
,18,22000,Evansville city,IN
,18,22396,Fairland town,IN
,18,22432,Fairmount town,IN
,18,22576,Fairview Park town,IN
,18,22738,Farmersburg town,IN
,18,22792,Farmland town,IN
,18,22990,Ferdinand town,IN
,18,23188,Fillmore town,IN
,18,23278,Fishers city,IN
,18,23692,Flora town,IN
,18,24250,Fort Branch town,IN
,18,24286,Fortville town,IN
,18,25000,Fort Wayne city,IN
,18,25090,Fountain City town,IN
,18,25180,Fowler town,IN
,18,25198,Fowlerton town,IN
,18,25288,Francesville town,IN
,18,25306,Francisco town,IN
,18,25324,Frankfort city,IN
,18,25450,Franklin city,IN
,18,25702,Frankton town,IN
,18,25882,Fremont town,IN
,18,25972,French Lick town,IN
,18,26152,Fulton town,IN
,18,26242,Galveston town,IN
,18,26386,Garrett city,IN
,18,27000,Gary city,IN
,18,27054,Gas City city,IN
,18,27072,Gaston town,IN
,18,27216,Geneva town,IN
,18,27270,Gentryville town,IN
,18,27324,Georgetown town,IN
,18,28062,Glenwood town,IN
,18,28332,Goodland town,IN
,18,28386,Goshen city,IN
,18,28440,Gosport town,IN
,18,28494,Grabill town,IN
,18,28692,Grandview town,IN
,18,29358,Greencastle city,IN
,18,29448,Greendale city,IN
,18,29520,Greenfield city,IN
,18,29682,Greensboro town,IN
,18,29718,Greensburg city,IN
,18,29754,Greens Fork town,IN
,18,29772,Greentown town,IN
,18,29844,Greenville town,IN
,18,29898,Greenwood city,IN
,18,30024,Griffin town,IN
,18,30042,Griffith town,IN
,18,30402,Hagerstown town,IN
,18,30594,Hamilton town,IN
,18,30708,Hamlet town,IN
,18,31000,Hammond city,IN
,18,31216,Hanover town,IN
,18,31396,Hardinsburg town,IN
,18,31486,Harmony town,IN
,18,32242,Hartford City city,IN
,18,32332,Hartsville town,IN
,18,32512,Haubstadt town,IN
,18,32728,Hazleton town,IN
,18,32818,Hebron town,IN
,18,33466,Highland town,IN
,18,33862,Hillsboro town,IN
,18,34114,Hobart city,IN
,18,34294,Holland town,IN
,18,34366,Holton town,IN
,18,34420,Homecroft town,IN
,18,34744,Hope town,IN
,18,35086,Hudson town,IN
,18,35266,Huntertown town,IN
,18,35284,Huntingburg city,IN
,18,35302,Huntington city,IN
,18,35500,Hymera town,IN
,18,36003,Indianapolis city (balance),IN
,18,36306,Indian Village town,IN
,18,36342,Ingalls town,IN
,18,37692,Jamestown town,IN
,18,37764,Jasonville city,IN
,18,37782,Jasper city,IN
,18,38358,Jeffersonville city,IN
,18,38862,Jonesboro city,IN
,18,38916,Jonesville town,IN
,18,39366,Kempton town,IN
,18,39402,Kendallville city,IN
,18,39438,Kennard town,IN
,18,39546,Kentland town,IN
,18,39618,Kewanna town,IN
,18,39798,Kingman town,IN
,18,39816,Kingsbury town,IN
,18,39852,Kingsford Heights town,IN
,18,39942,Kirklin town,IN
,18,40266,Knightstown town,IN
,18,40302,Knightsville town,IN
,18,40374,Knox city,IN
,18,40392,Kokomo city,IN
,18,40518,Kouts town,IN
,18,40644,Laconia town,IN
,18,40662,La Crosse town,IN
,18,40698,Ladoga town,IN
,18,40788,Lafayette city,IN
,18,40842,La Fontaine town,IN
,18,40860,Lagrange town,IN
,18,40896,Lagro town,IN
,18,41535,Lake Station city,IN
,18,41670,Lakeville town,IN
,18,42048,Lanesville town,IN
,18,42192,La Paz town,IN
,18,42228,Lapel town,IN
,18,42246,La Porte city,IN
,18,42282,Larwill town,IN
,18,42372,Laurel town,IN
,18,42426,Lawrence city,IN
,18,42462,Lawrenceburg city,IN
,18,42606,Leavenworth town,IN
,18,42624,Lebanon city,IN
,18,42678,Leesburg town,IN
,18,42861,Leo-Cedarville town,IN
,18,43074,Lewisville town,IN
,18,43434,Liberty town,IN
,18,43686,Ligonier city,IN
,18,44082,Linden town,IN
,18,44190,Linton city,IN
,18,44370,Little York town,IN
,18,44424,Livonia town,IN
,18,44442,Lizton town,IN
,18,44658,Logansport city,IN
,18,44784,Long Beach town,IN
,18,44910,Loogootee city,IN
,18,45000,Losantville town,IN
,18,45144,Lowell town,IN
,18,45468,Lynn town,IN
,18,45486,Lynnville town,IN
,18,45504,Lyons town,IN
,18,45648,McCordsville town,IN
,18,45774,Mackey town,IN
,18,45864,Macy town,IN
,18,45990,Madison city,IN
,18,46746,Marengo town,IN
,18,46908,Marion city,IN
,18,47160,Markle town,IN
,18,47178,Markleville town,IN
,18,47322,Marshall town,IN
,18,47448,Martinsville city,IN
,18,47592,Matthews town,IN
,18,47628,Mauckport town,IN
,18,48132,Mecca town,IN
,18,48186,Medaryville town,IN
,18,48240,Medora town,IN
,18,48294,Mellott town,IN
,18,48402,Mentone town,IN
,18,48456,Meridian Hills town,IN
,18,48474,Merom town,IN
,18,48528,Merrillville town,IN
,18,48744,Michiana Shores town,IN
,18,48798,Michigan City city,IN
,18,48816,Michigantown town,IN
,18,48924,Middlebury town,IN
,18,49014,Middletown town,IN
,18,49266,Milan town,IN
,18,49320,Milford town,IN
,18,49536,Millersburg town,IN
,18,49662,Millhousen town,IN
,18,49716,Milltown town,IN
,18,49860,Milton town,IN
,18,49932,Mishawaka city,IN
,18,49950,Mitchell city,IN
,18,50058,Modoc town,IN
,18,50148,Monon town,IN
,18,50202,Monroe town,IN
,18,50526,Monroe City town,IN
,18,50562,Monroeville town,IN
,18,50580,Monrovia town,IN
,18,50616,Monterey town,IN
,18,50652,Montezuma town,IN
,18,50688,Montgomery town,IN
,18,50760,Monticello city,IN
,18,50796,Montpelier city,IN
,18,50940,Mooreland town,IN
,18,50958,Moores Hill town,IN
,18,50976,Mooresville town,IN
,18,51102,Morgantown town,IN
,18,51138,Morocco town,IN
,18,51192,Morristown town,IN
,18,51318,Mount Auburn town,IN
,18,51336,Mount Ayr town,IN
,18,51354,Mount Carmel town,IN
,18,51408,Mount Etna town,IN
,18,51714,Mount Summit town,IN
,18,51732,Mount Vernon city,IN
,18,51840,Mulberry town,IN
,18,51876,Muncie city,IN
,18,51912,Munster town,IN
,18,52002,Napoleon town,IN
,18,52020,Nappanee city,IN
,18,52038,Nashville town,IN
,18,52326,New Albany city,IN
,18,52398,New Amsterdam town,IN
,18,52524,Newberry town,IN
,18,52650,Newburgh town,IN
,18,52704,New Carlisle town,IN
,18,52740,New Castle city,IN
,18,52776,New Chicago town,IN
,18,52974,New Harmony town,IN
,18,52992,New Haven city,IN
,18,53262,New Market town,IN
,18,53298,New Middletown town,IN
,18,53352,New Palestine town,IN
,18,53388,New Pekin town,IN
,18,53478,New Point town,IN
,18,53496,Newport town,IN
,18,53532,New Richmond town,IN
,18,53550,New Ross town,IN
,18,53694,Newtown town,IN
,18,53874,New Whiteland town,IN
,18,54180,Noblesville city,IN
,18,54612,North Crows Nest town,IN
,18,54900,North Judson town,IN
,18,54918,North Liberty town,IN
,18,54954,North Manchester town,IN
,18,55080,North Salem town,IN
,18,55116,North Vernon city,IN
,18,55134,North Webster town,IN
,18,55710,Oakland City city,IN
,18,55800,Oaktown town,IN
,18,56052,Odon town,IN
,18,56088,Ogden Dunes town,IN
,18,56286,Oldenburg town,IN
,18,56664,Onward town,IN
,18,56682,Oolitic town,IN
,18,56952,Orestes town,IN
,18,57006,Orland town,IN
,18,57024,Orleans town,IN
,18,57114,Osceola town,IN
,18,57132,Osgood town,IN
,18,57168,Ossian town,IN
,18,57258,Otterbein town,IN
,18,57528,Owensville town,IN
,18,57546,Oxford town,IN
,18,57726,Palmyra town,IN
,18,57780,Paoli town,IN
,18,57870,Paragon town,IN
,18,57978,Parker City town,IN
,18,58320,Patoka town,IN
,18,58392,Patriot town,IN
,18,58662,Pendleton town,IN
,18,58788,Pennville town,IN
,18,59238,Perrysville town,IN
,18,59328,Peru city,IN
,18,59364,Petersburg city,IN
,18,59598,Pierceton town,IN
,18,60084,Pine Village town,IN
,18,60192,Pittsboro town,IN
,18,60246,Plainfield town,IN
,18,60264,Plainville town,IN
,18,60822,Plymouth city,IN
,18,61020,Poneto town,IN
,18,61092,Portage city,IN
,18,61164,Porter town,IN
,18,61236,Portland city,IN
,18,61416,Poseyville town,IN
,18,61470,Pottawattamie Park town,IN
,18,62028,Prince's Lakes town,IN
,18,62046,Princeton city,IN
,18,63450,Redkey town,IN
,18,63756,Remington town,IN
,18,63792,Rensselaer city,IN
,18,63918,Reynolds town,IN
,18,64206,Richland town,IN
,18,64260,Richmond city,IN
,18,64422,Ridgeville town,IN
,18,64512,Riley town,IN
,18,64674,Rising Sun city,IN
,18,64728,River Forest town,IN
,18,64980,Roachdale town,IN
,18,64998,Roann town,IN
,18,65016,Roanoke town,IN
,18,65214,Rochester city,IN
,18,65484,Rockport city,IN
,18,65520,Rockville town,IN
,18,65556,Rocky Ripple town,IN
,18,65808,Rome City town,IN
,18,65934,Rosedale town,IN
,18,65988,Roseland town,IN
,18,66150,Rossville town,IN
,18,66222,Royal Center town,IN
,18,66438,Rushville city,IN
,18,66510,Russellville town,IN
,18,66546,Russiaville town,IN
,18,66834,St. Joe town,IN
,18,66852,St. John town,IN
,18,66978,St. Leon town,IN
,18,67212,St. Paul town,IN
,18,67302,Salamonia town,IN
,18,67464,Salem city,IN
,18,67626,Saltillo town,IN
,18,67698,Sandborn town,IN
,18,68022,Santa Claus town,IN
,18,68058,Saratoga town,IN
,18,68220,Schererville town,IN
,18,68238,Schneider town,IN
,18,68526,Scottsburg city,IN
,18,68652,Seelyville town,IN
,18,68670,Sellersburg town,IN
,18,68706,Selma town,IN
,18,68832,Seymour city,IN
,18,68868,Shadeland town,IN
,18,68976,Shamrock Lakes town,IN
,18,69048,Sharpsville town,IN
,18,69192,Shelburn town,IN
,18,69318,Shelbyville city,IN
,18,69354,Sheridan town,IN
,18,69480,Shipshewana town,IN
,18,69516,Shirley town,IN
,18,69552,Shoals town,IN
,18,69678,Sidney town,IN
,18,69768,Silver Lake town,IN
,18,70542,Somerville town,IN
,18,71000,South Bend city,IN
,18,71486,Southport city,IN
,18,71612,South Whitley town,IN
,18,71828,Speedway town,IN
,18,71972,Spencer town,IN
,18,72008,Spiceland town,IN
,18,72206,Spring Grove town,IN
,18,72232,Spring Hill town,IN
,18,72296,Spring Lake town,IN
,18,72332,Springport town,IN
,18,72440,Spurgeon town,IN
,18,72764,State Line City town,IN
,18,72782,Staunton town,IN
,18,73178,Stilesville town,IN
,18,73232,Stinesville town,IN
,18,73664,Straughn town,IN
,18,74006,Sullivan city,IN
,18,74060,Sulphur Springs town,IN
,18,74132,Summitville town,IN
,18,74168,Sunman town,IN
,18,74510,Swayzee town,IN
,18,74546,Sweetser town,IN
,18,74582,Switz City town,IN
,18,74744,Syracuse town,IN
,18,75248,Tell City city,IN
,18,75302,Tennyson town,IN
,18,75428,Terre Haute city,IN
,18,75626,Thorntown town,IN
,18,75986,Tipton city,IN
,18,76184,Topeka town,IN
,18,76256,Town of Pines town,IN
,18,76310,Trafalgar town,IN
,18,76328,Trail Creek town,IN
,18,76634,Troy town,IN
,18,77066,Ulen town,IN
,18,77768,Union City city,IN
,18,77786,Uniondale town,IN
,18,77912,Universal town,IN
,18,77966,Upland town,IN
,18,78110,Utica town,IN
,18,78326,Valparaiso city,IN
,18,78470,Van Buren town,IN
,18,78740,Veedersburg town,IN
,18,78776,Vera Cruz town,IN
,18,78902,Vernon town,IN
,18,78974,Versailles town,IN
,18,79010,Vevay town,IN
,18,79208,Vincennes city,IN
,18,79370,Wabash city,IN
,18,79478,Wakarusa town,IN
,18,79694,Walkerton town,IN
,18,79730,Wallace town,IN
,18,79964,Walton town,IN
,18,80018,Wanatah town,IN
,18,80108,Warren town,IN
,18,80234,Warren Park town,IN
,18,80306,Warsaw city,IN
,18,80504,Washington city,IN
,18,81278,Waterloo town,IN
,18,81458,Waveland town,IN
,18,82052,Waynetown town,IN
,18,82376,West Baden Springs town,IN
,18,82556,West College Corner town,IN
,18,82700,Westfield city,IN
,18,82790,West Harrison town,IN
,18,82862,West Lafayette city,IN
,18,82934,West Lebanon town,IN
,18,83276,Westport town,IN
,18,83384,West Terre Haute town,IN
,18,83420,Westville town,IN
,18,83528,Wheatfield town,IN
,18,83564,Wheatland town,IN
,18,83816,Whiteland town,IN
,18,84014,Whitestown town,IN
,18,84086,Whitewater town,IN
,18,84122,Whiting city,IN
,18,84302,Wilkinson town,IN
,18,84374,Williams Creek town,IN
,18,84410,Williamsport town,IN
,18,84734,Winamac town,IN
,18,84752,Winchester city,IN
,18,84806,Windfall City town,IN
,18,84878,Winfield town,IN
,18,84914,Wingate town,IN
,18,84950,Winona Lake town,IN
,18,84968,Winslow town,IN
,18,85058,Wolcott town,IN
,18,85076,Wolcottville town,IN
,18,85184,Woodburn city,IN
,18,85400,Woodlawn Heights town,IN
,18,85598,Worthington town,IN
,18,85742,Wynnedale town,IN
,18,85886,Yeoman town,IN
,18,86084,Yorktown town,IN
,18,86318,Zanesville town,IN
,18,86372,Zionsville town,IN
,19,00190,Ackley city,IA
,19,00235,Ackworth city,IA
,19,00370,Adair city,IA
,19,00505,Adel city,IA
,19,00595,Afton city,IA
,19,00640,Agency city,IA
,19,00730,Ainsworth city,IA
,19,00775,Akron city,IA
,19,00865,Albert City city,IA
,19,00910,Albia city,IA
,19,00955,Albion city,IA
,19,01000,Alburnett city,IA
,19,01045,Alden city,IA
,19,01090,Alexander city,IA
,19,01135,Algona city,IA
,19,01180,Alleman city,IA
,19,01270,Allerton city,IA
,19,01315,Allison city,IA
,19,01495,Alta city,IA
,19,01540,Alta Vista city,IA
,19,01585,Alton city,IA
,19,01630,Altoona city,IA
,19,01675,Alvord city,IA
,19,01855,Ames city,IA
,19,01990,Anamosa city,IA
,19,02080,Andover city,IA
,19,02125,Andrew city,IA
,19,02260,Anita city,IA
,19,02305,Ankeny city,IA
,19,02350,Anthon city,IA
,19,02395,Aplington city,IA
,19,02485,Arcadia city,IA
,19,02530,Archer city,IA
,19,02620,Aredale city,IA
,19,02755,Arion city,IA
,19,02800,Arispe city,IA
,19,02845,Arlington city,IA
,19,02935,Armstrong city,IA
,19,03025,Arnolds Park city,IA
,19,03115,Arthur city,IA
,19,03160,Asbury city,IA
,19,03295,Ashton city,IA
,19,03340,Aspinwall city,IA
,19,03385,Atalissa city,IA
,19,03475,Atkins city,IA
,19,03520,Atlantic city,IA
,19,03610,Auburn city,IA
,19,03655,Audubon city,IA
,19,03745,Aurelia city,IA
,19,03835,Aurora city,IA
,19,03970,Avoca city,IA
,19,04105,Ayrshire city,IA
,19,04195,Badger city,IA
,19,04240,Bagley city,IA
,19,04330,Baldwin city,IA
,19,04375,Balltown city,IA
,19,04420,Bancroft city,IA
,19,04510,Bankston city,IA
,19,04555,Barnes City city,IA
,19,04645,Barnum city,IA
,19,04780,Bassett city,IA
,19,04825,Batavia city,IA
,19,04870,Battle Creek city,IA
,19,04915,Baxter city,IA
,19,04960,Bayard city,IA
,19,05050,Beacon city,IA
,19,05095,Beaconsfield city,IA
,19,05140,Beaman city,IA
,19,05185,Beaver city,IA
,19,05365,Bedford city,IA
,19,05590,Belle Plaine city,IA
,19,05635,Bellevue city,IA
,19,05680,Belmond city,IA
,19,05770,Bennett city,IA
,19,05905,Benton city,IA
,19,06040,Berkley city,IA
,19,06085,Bernard city,IA
,19,06175,Bertram city,IA
,19,06355,Bettendorf city,IA
,19,06490,Bevington city,IA
,19,06625,Birmingham city,IA
,19,06760,Blairsburg city,IA
,19,06805,Blairstown city,IA
,19,06850,Blakesburg city,IA
,19,06895,Blanchard city,IA
,19,06940,Blencoe city,IA
,19,06985,Blockton city,IA
,19,07030,Bloomfield city,IA
,19,07075,Blue Grass city,IA
,19,07210,Bode city,IA
,19,07345,Bonaparte city,IA
,19,07390,Bondurant city,IA
,19,07480,Boone city,IA
,19,07660,Bouton city,IA
,19,07750,Boxholm city,IA
,19,07840,Boyden city,IA
,19,07930,Braddyville city,IA
,19,08065,Bradgate city,IA
,19,08155,Brandon city,IA
,19,08200,Brayton city,IA
,19,08290,Breda city,IA
,19,08425,Bridgewater city,IA
,19,08470,Brighton city,IA
,19,08560,Bristow city,IA
,19,08605,Britt city,IA
,19,08650,Bronson city,IA
,19,08695,Brooklyn city,IA
,19,08875,Brunsville city,IA
,19,09100,Buckeye city,IA
,19,09145,Buck Grove city,IA
,19,09235,Buffalo city,IA
,19,09280,Buffalo Center city,IA
,19,09550,Burlington city,IA
,19,09685,Burt city,IA
,19,09730,Bussey city,IA
,19,09820,Calamus city,IA
,19,09955,Callender city,IA
,19,10045,Calmar city,IA
,19,10090,Calumet city,IA
,19,10135,Camanche city,IA
,19,10225,Cambridge city,IA
,19,10450,Cantril city,IA
,19,10585,Carbon city,IA
,19,10765,Carlisle city,IA
,19,11035,Carpenter city,IA
,19,11080,Carroll city,IA
,19,11170,Carson city,IA
,19,11215,Carter Lake city,IA
,19,11305,Cascade city,IA
,19,11395,Casey city,IA
,19,11485,Castalia city,IA
,19,11530,Castana city,IA
,19,11755,Cedar Falls city,IA
,19,12000,Cedar Rapids city,IA
,19,12270,Center Point city,IA
,19,12315,Centerville city,IA
,19,12495,Central City city,IA
,19,12630,Centralia city,IA
,19,12720,Chariton city,IA
,19,12765,Charles City city,IA
,19,12855,Charlotte city,IA
,19,12900,Charter Oak city,IA
,19,12945,Chatsworth city,IA
,19,12990,Chelsea city,IA
,19,13080,Cherokee city,IA
